Video URL,Title, Made with http://www.williamsportwebdeveloper.com/FavBackUp.aspx
https://www.youtube.com/watch?v=QIn1SxYYiYs,Curio ft. Lucy - Ten Feet (Daxten Remix)
https://www.youtube.com/watch?v=6okxuiiHx2w,Breakbot - Baby I'm Yours feat. Irfane (Official Video)
https://www.youtube.com/watch?v=0pQ3bF7IEEY,Ava Max - Sweet But Psycho (Morgan Page Remix)
https://www.youtube.com/watch?v=5FNCCy6jlX0,Dabin x Jai Wolf x D I V I N I T Y & OIÜ - New Flames With You [kyto edit]
https://www.youtube.com/watch?v=xUHIhsg2fKU,Elephante - Glass Mansion Open House
https://www.youtube.com/watch?v=AvG5VoD8eV4,Kiiara - L*** Is A Bad Word
https://www.youtube.com/watch?v=I-ZV-R9Niow,Tritonal - U Found Me
https://www.youtube.com/watch?v=9LdGsY4j8Kg,ODESZA - Loyal
https://www.youtube.com/watch?v=NemyalLSdLY,Krewella - Alive (Cash Cash x Kalkutta Remix)
https://www.youtube.com/watch?v=FDzN8SktFqw,Cazzette - Weapon (Vicetone Remix)
https://www.youtube.com/watch?v=_qNI0G_vBOs,Jonsi - Around Us (The Chainsmokers Remix)
https://www.youtube.com/watch?v=TAXSNZFosUs,Dillon Francis & Sultan + Ned Shepard + The Chain Gang Of 1974 - When We Were Young (Vicetone Remix)
https://www.youtube.com/watch?v=4D7TjlDiuYM,La Roux - Bulletproof (Midnight Kids Remix)
https://www.youtube.com/watch?v=j_sUhVXaYfo,Kredo - Freefall (Feat. Songdreamer)
https://www.youtube.com/watch?v=VDZHXX3tA4c,Bob Marley - Jammin (Kungs Remix)
https://www.youtube.com/watch?v=hwHjeQjY2eA,Dua Lipa - Want To (Lyrics)
https://www.youtube.com/watch?v=oEuVMSk9S7k,"Silk City, Dua Lipa - Electricity (Lyrics/Lyric Video) ft. Diplo, Mark Ronson"
https://www.youtube.com/watch?v=FgbW2JH-k_E,Illenium - Let You Go (ft. Ember Island) | Chill
https://www.youtube.com/watch?v=IBIEPQYH0QY,Yoe Mase - Falling
https://www.youtube.com/watch?v=FpQY90M-hww,Passenger - Let Her Go (Kygo Remix)
https://www.youtube.com/watch?v=LIfOiCFityA,Charlie Puth - The Way I Am (Slushii Remix)
https://www.youtube.com/watch?v=_XspQUK22-U,Diamond Eyes - Everything [NCS Release]
https://www.youtube.com/watch?v=OLwdMDJrR3I,100% AVICII Mashup. For Tim Bergling TRUE fans.
https://www.youtube.com/watch?v=59Q_lhgGANc,Jain - Makeba (Official Video)
https://www.youtube.com/watch?v=o7QMeZDrw-U,Alec Benjamin - If We Have Each Other [Official Lyric Video]
https://www.youtube.com/watch?v=Xe5msNd3zig,Galantis - Salvage (Up All Night) ft. Poo Bear
https://www.youtube.com/watch?v=BFKQIzh6iQU,Halsey - Now or Never (R3hab Remix)
https://www.youtube.com/watch?v=3a4mFXr4Zy4,Adrian Lux - Teenage Crime (Christofi Remix)
https://www.youtube.com/watch?v=CHCOfVRxghA,Kaskade - Nobody Like You
https://www.youtube.com/watch?v=69wP8sYL2OI,Take That - These Days (Syn Cole Remix)
https://www.youtube.com/watch?v=bfw5f4cnRcc,Archie - Kingdom (Club Mix) [Free]
https://www.youtube.com/watch?v=vJyR2QpHGvc,Jacob Tillberg - Ghosts
https://www.youtube.com/watch?v=hdMt_yUDpH8,Krewella - Somewhere To Run (Lost Kings Remix)
https://www.youtube.com/watch?v=9Zz5OEddnFY,Blinders ft. Charles - Always (3LAU Mix)
https://www.youtube.com/watch?v=J4uQNxGMLFQ,Gazzo - Long Way Home (ft. Allie Crystal)
https://www.youtube.com/watch?v=1jnA7keAlo4,OLWIK - Taking Over (feat. Alexa Lusader) [NCS Release]
